GeneSymbol	Hyp1	Hyp2	Norm1	Norm2
MTCO3P44	0	0	0	0
SEL1L3	679	519	2166	1482
ENSG00000250541	0	0	0	1
SMIM20	688	841	933	767
ENSG00000251009	0	0	0	0
LINC02357	0	0	0	0
ENSG00000248452	0	0	2	0
RBPJ	12895	11050	16377	11302
CCKAR	0	0	0	5
TBC1D19	623	547	1971	1417
ENSG00000200999	0	0	0	3
STIM2	606	564	2053	1660
STIM2-AS1	38	0	17	7
PIMREGP4	0	0	0	0
ENSG00000251080	0	0	0	0
ENSG00000205830	0	0	0	0
LINC02261	0	0	0	6
ENSG00000251325	0	0	0	0
IGBP1P5	0	0	0	0
ENSG00000287389	0	1	0	0
ENSG00000251410	0	0	0	0
ENSG00000286321	0	0	0	0
ENSG00000250038	0	0	0	0
ENSG00000250064	0	0	0	0
ENSG00000286141	0	0	0	0
RN7SL101P	0	0	0	0
MIR4275	0	0	0	0
MESTP3	3	17	8	4
LINC02364	0	0	0	0
ENSG00000276507	0	0	0	0
ENSG00000249228	0	0	0	0
ENSG00000248176	0	0	0	0
LINC02472	0	0	0	0
ENSG00000251373	0	0	0	0
ENSG00000251113	0	0	0	0
EEF1A1P21	0	0	0	0
ENSG00000249564	0	0	0	0
RPS3AP17	0	0	0	0
ENSG00000248281	0	0	0	0
ENSG00000288940	0	0	0	0
ENSG00000286596	4	0	0	0
PCDH7	1158	1186	2557	1894
ENSG00000249678	0	0	0	0
MTCYBP43	0	0	0	0
LINC02497	0	0	0	0
ENSG00000251434	0	0	0	0
LINC02501	0	0	0	0
LINC02506	0	0	0	0
ENSG00000286212	0	0	0	0
LINC02353	0	0	0	0
ENSG00000286784	0	0	0	0
MAPRE1P2	0	0	0	0
ENSG00000287968	0	0	0	0
ENSG00000249452	0	0	0	0
ENSG00000249766	0	0	0	0
ENSG00000248417	0	0	0	0
ENSG00000288321	0	0	0	1
ENSG00000250954	0	0	0	4
ENSG00000250723	12	7	41	41
RPL31P31	0	0	0	0
LINC02484	0	0	0	0
ENSG00000287320	0	0	0	0
ENSG00000250597	0	0	0	0
ENSG00000275250	0	0	0	0
ENSG00000238694	0	0	0	0
SEC63P2	0	0	0	0
RNU6-573P	0	0	0	0
ARAP2	144	201	568	355
ENSG00000248466	0	0	0	0
ENSG00000247193	0	0	0	0
DTHD1	0	0	0	0
ENSG00000251438	0	0	0	0
MIR1255B1	0	0	0	0
LINC02505	0	0	0	0
ENSG00000251588	0	0	0	0
ENSG00000287416	0	0	0	0
LINC02616	0	0	0	0
ENSG00000247810	0	0	0	0
MIR4801	0	0	0	0
NWD2	0	0	0	1
C4orf19	0	0	0	2
ENSG00000288073	0	0	0	0
ENSG00000248936	0	0	0	0
RELL1	452	266	617	459
RPL21P45	0	2	0	0
PGM2	834	898	1393	1019
ENSG00000279386	12	0	4	1
ENSG00000249863	10	69	12	0
TBC1D1	2515	2447	3155	2293
PTTG2	0	0	0	0
PSME2P4	0	0	0	0
MRPS33P2	0	0	0	0
ENSG00000287659	0	0	0	0
ENSG00000251642	0	0	0	0
LINC02513	0	0	0	2
ENSG00000280015	0	0	0	0
LINC01258	0	13	0	5
LINC01259	0	0	0	0
LINC02278	0	0	0	0
KLF3-AS1	43	61	22	35
ENSG00000271958	0	0	0	0
KLF3	1411	919	2241	1570
RNA5SP158	0	0	0	0
TLR10	0	0	4	0
TLR1	0	0	46	31
TLR6	28	1	211	141
FAM114A1	9125	9022	13288	9951
MIR574	0	0	0	0
TMEM156	15	27	46	33
KLHL5	2298	2645	8371	6314
ENSG00000249207	0	0	6	18
ENSG00000249685	0	0	16	10
WDR19	853	808	2307	1484
RFC1	5733	4346	5760	4127
RNU6-32P	0	0	3	2
RNU6-887P	0	0	0	0
KLB	2	1	3	0
MIR5591	0	0	0	0
RPL9	22112	22981	28638	22096
LIAS	483	246	464	364
ENSG00000224097	0	0	4	2
UGDH	2518	2436	6344	4383
UGDH-AS1	68	1	197	139
ENSG00000287262	34	8	14	28
SMIM14	1070	1120	2731	1920
ENSG00000286349	0	0	0	2
RNU7-11P	0	0	0	0
SMIM14-DT	0	0	11	16
UBE2K	2701	2144	5915	4287
ENSG00000249019	1	0	0	0
RN7SL558P	0	0	0	0
ZBTB12BP	0	0	0	0
PDS5A	4567	4075	8430	6041
ELOCP33	0	0	0	0
RNA5SP159	0	0	0	0
ENSG00000250568	1	0	1	9
PABPC1P1	0	0	1	5
KRT18P25	0	1	0	1
ENSG00000205794	12	0	0	0
N4BP2	1124	1330	2519	2151
RNU6-1112P	0	0	0	0
ENSG00000201863	0	0	0	1
ENSG00000248977	0	0	0	0
ENSG00000260296	19	0	54	49
ENSG00000286089	0	40	0	0
RHOH	0	0	0	1
ENSG00000250338	0	0	0	0
LINC02265	0	0	0	0
CHRNA9	0	0	30	3
RNU7-74P	0	0	0	0
RBM47	8	10	32	46
ENSG00000250893	0	0	0	0
ENSG00000242197	0	0	0	0
MIR4802	0	0	0	0
ENSG00000287182	0	0	0	0
NSUN7	130	37	53	54
ARL4AP2	0	34	0	0
APBB2	3695	5373	10868	7425
ENSG00000250906	0	25	1	7
RNA5SP160	0	0	0	0
RNU6-836P	0	0	0	5
RNU6-1195P	0	0	0	0
ENSG00000289761	0	0	0	0
UCHL1-DT	0	0	2	5
UCHL1	2233	2809	12915	8354
LIMCH1	420	579	298	204
RPL12P20	0	0	0	0
ENSG00000287762	0	18	0	0
ENSG00000249216	0	0	0	0
OR5M14P	0	0	0	0
PHOX2B	13	0	0	3
PHOX2B-AS1	0	0	0	0
ENSG00000249122	0	0	0	0
RNU1-49P	0	0	0	0
HMGB1P28	0	0	0	0
LINC00682	0	0	0	0
ENSG00000249771	0	0	0	0
ENSG00000249887	0	0	0	0
TMEM33	1165	953	3318	2179
DCAF4L1	12	0	3	3
ENSG00000272862	4	0	8	1
SLC30A9	3971	4375	9039	6952
ATP1B1P1	0	0	3	5
BEND4	0	0	0	0
ENSG00000285454	0	0	0	0
ENSG00000250781	0	0	0	0
ENSG00000289643	0	0	0	0
SHISA3	3	0	6	12
ATP8A1	73	10	201	136
RPS7P7	0	0	0	0
CCNL2P1	0	0	0	0
ATP8A1-DT	0	0	0	0
ENSG00000251517	0	0	0	0
RN7SKP82	0	0	0	0
GRXCR1	0	0	0	0
ENSG00000248939	0	0	0	0
ENSG00000250657	0	0	0	0
ENSG00000277096	0	0	0	0
ENSG00000213851	0	0	0	0
LINC02383	0	0	0	0
ENSG00000251501	0	0	0	0
RN7SL691P	0	0	0	0
ENSG00000286891	0	0	0	0
RN7SL193P	0	0	0	0
NDUFB4P12	0	1	0	0
ENSG00000250863	0	0	0	0
LINC02475	0	0	0	0
KCTD8	0	0	0	0
ENSG00000251159	0	0	0	0
YIPF7	0	0	1	6
GUF1	923	697	2654	1925
GNPDA2	839	946	2272	1476
ENSG00000273369	20	0	41	22
ENSG00000272936	0	0	0	0
ENSG00000249729	0	0	0	0
PRDX4P1	0	0	0	0
ENSG00000275959	0	0	0	0
ENSG00000248744	0	0	0	0
THAP12P9	0	0	0	0
ENSG00000224560	0	0	0	0
RNU6-931P	0	0	0	0
RN7SKP199	0	0	0	0
GABRG1	0	0	0	0
ENSG00000260878	0	0	0	0
GABRA2	21	9	16	21
ENSG00000249330	0	0	0	0
RNU6-412P	0	0	0	0
RAC1P2	12	12	12	12
COX7B2	0	0	0	0
GABRA4	0	0	0	0
GABRB1	14	0	4	0
ENSG00000260918	15	0	1	1
COMMD8	400	304	1213	882
ENSG00000282904	0	0	0	0
ENSG00000286294	0	0	0	5
ATP10D	2641	3180	6545	4629
RPL21P52	0	1	0	0
ENSG00000248254	239	102	77	82
CORIN	260	130	140	77
MIR8053	0	0	0	0
RPL15P7	10	7	0	6
ENSG00000282917	0	0	3	8
ENSG00000259959	219	282	218	157
NFXL1	1229	1018	732	644
NIPAL1	75	135	86	68
CNGA1	25	33	9	1
TXK	0	0	13	8
RNU6-838P	0	0	3	0
TEC	94	84	95	80
SLAIN2	3157	2416	4989	3578
SLC10A4	19	0	19	7
ZAR1	0	0	0	0
FRYL	1917	2389	5346	3544
RNU5E-3P	0	0	0	0
OCIAD1	3249	3204	7265	5381
OCIAD1-AS1	12	0	14	6
OCIAD2	953	732	1191	846
RNU6-158P	0	0	0	0
ENSG00000251334	0	0	0	0
CWH43	0	0	0	5
TPI1P4	0	0	0	0
ENSG00000249828	0	0	0	0
ENSG00000249079	0	0	0	0
ENSG00000280043	0	0	0	0
SNX18P23	0	0	0	0
ENSG00000237961	0	0	0	0
MTCO3P39	0	0	0	0
MTND3P22	0	0	0	0
ENSG00000248583	0	0	0	5
ANKRD20A17P	0	0	0	0
ENSG00000250769	0	0	0	0
ENSG00000248532	0	0	0	0
ENSG00000269848	0	0	0	0
ENSG00000268967	0	0	0	0
MTCO3P42	0	0	0	0
ENSG00000232471	0	0	0	0
ENSG00000251630	0	0	0	0
SNX18P24	0	0	0	0
ENSG00000250753	0	0	0	0
SNX18P25	0	0	0	0
DCUN1D4	1116	825	4109	3115
DUTP7	16	0	0	0
ENSG00000272576	1	0	26	4
ENSG00000243929	0	0	0	0
LRRC66	19	92	35	71
SGCB	7527	6841	11757	8777
LINC02480	0	0	0	0
SPATA18	1380	1184	1821	1398
ENSG00000287999	0	0	0	0
ENSG00000251286	0	0	0	0
RNU6-1252P	0	0	0	0
USP46	1537	1519	3763	2976
USP46-DT	2	0	102	67
ENSG00000260120	0	0	0	0
DANCR	474	456	747	556
LINC01618	0	18	0	3
MIR4449	0	0	0	0
ENSG00000286161	0	0	0	0
SNORA26	0	0	0	0
ENSG00000248375	0	0	0	0
ERVMER34-1	1	30	31	8
ENSG00000212490	0	0	0	0
RASL11B	0	0	0	3
SCFD2	184	217	418	244
ENSG00000248115	0	0	0	3
RNU6-310P	0	0	0	0
FIP1L1	1163	743	1246	1058
ENSG00000282278	0	0	0	0
LNX1	10	0	7	5
LNX1-AS1	0	0	0	0
COMMD5P1	0	0	0	0
LNX1-AS2	0	0	1	0
ENSG00000249341	0	0	0	0
ENSG00000249706	0	0	0	0
ENSG00000250815	0	0	0	0
RPL21P44	0	0	2	16
ENSG00000272650	0	0	3	2
CHIC2	529	274	951	827
ENSG00000269506	0	0	1	1
ENSG00000287534	1	0	1	0
ENSG00000251105	0	0	0	0
MORF4L2P1	0	0	0	0
GSX2	0	0	3	0
RPL22P13	0	0	0	0
PDGFRA	115	104	215	164
LINC02283	0	0	0	0
ENSG00000248518	0	0	0	0
ENSG00000251264	0	0	0	0
LINC02260	0	0	0	0
KIT	645	587	505	304
ENSG00000249727	0	0	0	0
LINC02358	0	0	4	0
ENSG00000248317	0	0	0	2
RPL38P3	0	1	0	0
RNU6-410P	0	0	0	0
ENSG00000250646	0	0	0	0
RN7SL424P	0	0	0	0
KDR	508	667	816	440
ENSG00000287060	0	0	0	0
RN7SL822P	0	0	0	0
METTL5P3	0	0	0	0
RNU6-746P	0	0	0	0
LRRC34P2	0	0	0	0
SRD5A3	77	42	319	288
ENSG00000288695	0	0	1	3
FCF1P8	0	0	0	0
SRD5A3-AS1	1	1	11	0
LINC02928	0	0	1	6
TMEM165	1384	1851	4793	3530
CLOCK	1748	1404	3357	2404
RN7SKP30	0	0	0	0
ENSG00000272969	11	0	0	2
PDCL2	0	0	0	0
NMU	0	0	0	0
RNU6-276P	0	0	0	0
EXOC1L	0	0	0	0
EXOC1	2005	1546	2963	2291
RNU6-652P	0	0	11	12
ENSG00000286599	4	2	21	50
ENSG00000287382	0	0	0	4
CEP135	717	606	975	815
CRACD	526	394	872	502
RNA5SP161	0	0	0	0
RNU6-197P	0	0	0	0
ENSG00000286093	0	0	2	1
MRPL22P1	0	0	0	0
AASDH	563	679	1004	709
RPL7AP31	0	1	3	1
ENSG00000269921	0	0	3	10
PPAT	831	600	1375	976
ENSG00000270147	0	21	0	2
ENSG00000283156	0	0	0	2
ENSG00000290817	0	0	3	0
PAICS	7717	7264	13611	9909
ENSG00000289393	52	43	29	6
SRP72	8274	7051	10626	8013
ARL9	0	1	28	7
THEGL	0	0	19	10
GLDCP1	0	0	0	0
HOPX	22	10	12	7
ENSG00000280285	0	0	0	3
ENSG00000288944	0	0	6	1
RPL17P20	0	0	0	0
ENSG00000227040	0	0	0	0
RN7SL492P	0	0	0	0
RN7SL357P	0	0	0	0
SPINK2	0	0	0	1
REST	3499	2307	7602	5635
ENSG00000269949	0	0	0	0
NOA1	693	773	890	628
POLR2B	3663	3152	8295	5817
RNU6-998P	0	0	0	0
IGFBP7	18979	16244	28125	22916
UBE2CP3	0	0	0	0
IGFBP7-AS1	80	11	41	37
ENSG00000287369	13	0	5	0
ENSG00000250192	0	0	3	0
RPS26P24	0	0	0	0
LINC02380	0	0	0	0
ENSG00000251459	0	0	0	0
ENSG00000251049	0	0	0	0
ENSG00000250333	0	0	0	0
ENSG00000249831	0	0	0	0
ENSG00000285998	0	0	0	0
SRIP1	0	0	0	0
ENSG00000249105	0	0	0	0
LINC02494	0	0	0	0
ENSG00000250078	0	0	0	0
ENSG00000251339	0	0	0	0
LINC02619	0	0	0	0
LINC02429	0	0	0	0
ENSG00000250375	0	0	0	0
ENSG00000286097	0	0	0	0
ENSG00000249111	0	0	0	0
ENSG00000249392	0	0	1	6
ENSG00000249892	0	0	0	0
RNU6-1325P	0	0	0	0
ENSG00000287174	0	0	0	0
ENSG00000283043	0	0	0	0
LINC02496	0	0	0	0
ENSG00000248237	0	0	0	0
MIR548AG1	0	0	0	0
LINC02271	0	0	0	0
ADGRL3	343	326	653	507
RPL17P19	0	0	0	0
ENSG00000205682	0	0	1	0
ENSG00000289308	0	0	1	7
ENSG00000226439	0	0	3	0
ADGRL3-AS1	0	0	0	0
RPS15AP17	17	9	17	13
ENSG00000288659	0	0	0	0
RPL21P47	0	0	0	0
ENSG00000250249	0	0	0	0
ENSG00000288567	0	0	0	0
ENSG00000248847	0	0	0	0
HMGN1P11	0	0	0	0
EXOC5P1	1	2	10	2
ENSG00000251055	0	0	0	3
LARP1BP1	0	0	6	8
ENSG00000250775	0	0	0	0
TECRL	0	0	3	0
RNU6-191P	0	0	0	0
DPP3P1	0	0	0	0
MTCO3P27	0	0	0	0
MTCYBP16	0	0	0	0
MTND6P16	0	0	0	0
MTND5P13	0	0	0	0
MTND4LP31	0	0	0	0
MTND3P24	0	0	0	0
MTCO3P28	0	0	0	0
ENSG00000244669	0	0	0	0
ENSG00000286664	0	0	0	0
LINC02232	0	0	0	0
ENSG00000248447	0	0	0	0
EFL1P2	0	0	0	0
ENSG00000249351	0	0	0	0
LINC02835	0	0	0	0
EPHA5	69	37	63	64
RPL6P10	116	188	146	84
EPHA5-AS1	0	0	0	1
ENSG00000248479	0	0	0	0
RNU2-40P	0	0	0	2
ENSG00000251527	0	0	0	0
ENSG00000249413	0	0	2	1
ENSG00000272304	0	0	0	0
IFITM3P1	0	0	0	0
ENSG00000287383	0	0	0	1
MIR1269A	0	0	0	0
RPS23P3	0	0	0	0
RNU6-699P	0	0	0	0
ENSG00000250075	0	0	5	5
RNU1-63P	0	0	0	0
RNA5SP527	0	0	0	0
ENSG00000250030	0	2	0	2
CENPC	1582	1461	1363	1212
STAP1	5	0	2	0
ENSG00000279464	12	1	13	9
UBA6	7298	6557	10585	8054
ENSG00000270257	2	21	0	4
UBA6-DT	118	128	372	251
ST3GAL1P1	0	0	4	0
ENSG00000270228	0	0	8	0
ENSG00000270292	0	0	0	3
GNRHR	0	0	34	25
TMPRSS11CP	0	0	0	0
TMPRSS11D	0	0	3	0
TMPRSS11A	0	0	1	5
TMPRSS11GP	0	0	0	0
ENSG00000290400	0	0	0	0
RNU6-95P	0	0	0	0
POLR2MP1	0	0	3	2
MTND2P41	0	0	0	0
TMPRSS11F	0	0	0	4
SYT14P1	0	0	0	0
FTLP10	0	0	0	0
TMPRSS11BNL	0	0	0	0
ENSG00000290407	0	0	0	0
ENSG00000291282	0	0	0	0
TMPRSS11B	0	0	0	0
ENSG00000250642	0	0	0	0
ENSG00000248639	0	0	0	1
ENSG00000249531	0	0	0	0
APOOP4	0	0	0	0
YTHDC1	4451	3119	5224	4062
MT2P1	1	0	0	0
ENSG00000289942	87	89	33	43
TMPRSS11E	0	0	0	0
UGT2B29P	0	0	0	0
UGT2B17	0	0	3	0
ENSG00000249472	0	0	0	0
ENSG00000251101	0	0	0	0
ENSG00000251074	0	0	0	0
UGT2B15	0	0	1	0
ENSG00000248635	0	0	0	0
ENSG00000250376	0	0	0	0
ENSG00000251236	0	0	0	0
UGT2B10	0	0	0	0
ENSG00000251424	0	0	0	0
ENSG00000249235	0	0	0	0
ENSG00000251529	0	0	0	0
ENSG00000248547	0	0	0	0
ENSG00000248613	0	0	0	0
ENSG00000272626	0	0	0	0
ENSG00000249985	0	0	0	0
ENSG00000198277	0	0	0	0
UGT2A3	0	0	10	6
ENSG00000251498	0	0	0	0
ENSG00000249735	0	0	0	0
ENSG00000250277	0	0	0	0
UGT2B27P	0	0	0	0
ENSG00000249890	0	0	0	0
UGT2B26P	0	0	0	3
UGT2B7	193	224	202	121
ENSG00000248763	28	0	0	1
ENSG00000251284	0	0	0	3
ENSG00000250100	0	0	0	6
ENSG00000251427	0	0	0	0
ENSG00000196472	0	0	0	0
ENSG00000250696	0	0	2	3
UGT2B11	0	0	4	0
ENSG00000268803	0	0	0	0
ENSG00000249763	0	0	0	0
UGT2B28	0	0	3	0
ENSG00000251691	0	0	0	0
ENSG00000250612	0	0	0	0
ENSG00000268209	0	0	0	0
UGT2B25P	0	0	0	0
ENSG00000248824	0	0	0	0
UGT2B24P	0	0	0	0
ENSG00000250828	0	0	0	0
ENSG00000249686	0	0	0	0
UGT2B4	1	0	2	4
UGT2A3P7	0	0	0	0
ENSG00000251177	0	0	0	0
UGT2A2	0	0	0	0
UGT2A1	0	0	0	4
SULT1B1	0	0	22	22
SULT1D1P	0	0	0	0
ENSG00000284695	0	0	0	0
SULT1E1	0	0	5	8
ENSG00000251489	0	0	0	0
CSN1S1	0	0	0	0
CSN2	0	0	0	0
STATH	0	0	0	0
HTN3	0	0	0	0
HTN1	0	0	0	0
CSN1S2AP	0	0	0	0
PRR27	0	0	0	0
ODAM	0	0	0	0
FDCSP	0	0	0	0
CSN3	0	0	0	0
CABS1	0	0	0	0
SMR3A	0	0	0	0
SMR3B	0	0	0	0
OPRPN	0	0	0	0
MUC7	0	0	0	0
AMTN	0	0	0	0
AMBN	0	0	0	0
ENAM	0	20	3	0
ENSG00000286848	0	0	0	0
JCHAIN	0	0	2	0
UTP3	546	603	2384	1911
RNU6-520P	0	0	0	0
RNU6-784P	0	0	0	0
ENSG00000272986	0	0	0	0
RUFY3	1360	1039	2616	2003
GRSF1	5012	4701	8239	6051
RNU6-891P	0	0	1	0
ENSG00000289019	0	0	27	20
MOB1B	4610	3969	6225	4606
DCK	1360	1215	1341	1121
SLC4A4	47	57	91	16
ENSG00000249170	0	0	0	0
LDHAL6EP	0	0	0	0
GC	0	0	0	0
RNA5SP163	0	0	0	0
ENSG00000248567	0	0	0	0
NPFFR2	0	0	15	9
ADAMTS3	105	118	408	370
ENSG00000250877	0	0	0	0
HNRNPA1P67	3	0	1	3
RNU4ATAC9P	0	0	0	0
RNU6ATAC5P	0	0	0	0
COX18	365	738	811	606
ANKRD17	7961	7495	13047	9501
HMGA1P2	0	1	1	1
ANKRD17-DT	0	0	2	1
ENSG00000221639	0	0	0	0
ENSG00000249976	0	0	0	0
ALB	0	0	0	2
AFP	316	261	79	63
AFM	0	0	0	2
LINC02499	0	0	0	0
ENSG00000249970	0	0	0	0
RASSF6	12	29	26	33
ENSG00000289530	0	0	0	0
UMLILO	0	0	2	0
CXCL8	20	54	808	571
ENSG00000249051	0	0	0	0
CXCL6	57	146	420	364
PPBPP1	0	0	0	0
PF4V1	0	0	0	0
CXCL1	171	84	450	365
HNRNPA1P55	2	5	5	6
CXCL1P1	0	0	0	0
PF4	0	0	0	0
ENSG00000288796	0	0	0	0
PPBP	0	0	1	0
CXCL5	84	95	161	117
ENSG00000287037	0	0	2	2
RN7SL218P	0	0	0	0
CXCL3	0	3	12	12
PPBPP2	0	0	0	0
ENSG00000288019	0	0	0	0
ENSG00000251017	1	0	1	0
CXCL2	1	0	96	105
ENSG00000289241	0	0	0	0
MTHFD2L	182	155	535	403
ENSG00000269559	0	0	12	12
EPGN	0	0	46	79
EREG	115	194	501	440
ENSG00000250532	0	0	0	0
AREG	4856	4116	4531	3864
ENSG00000249942	0	0	7	4
BTC	0	0	7	6
ENSG00000287375	0	0	0	3
HSPE1P23	0	0	0	0
PARM1	27	38	55	19
PARM1-AS1	0	0	0	0
ENSG00000248165	0	0	0	0
LINC02562	0	0	5	3
ENSG00000250315	0	0	0	7
ENSG00000250560	0	0	0	0
ENSG00000251185	0	0	0	0
ENSG00000251454	0	0	0	0
LINC02483	0	0	0	0
ENSG00000248646	0	0	0	0
ENSG00000250735	0	0	0	0
RCHY1	662	392	1222	866
THAP6	987	591	1310	1027
ODAPH	70	22	68	27
CDKL2	362	368	387	321
G3BP2	6846	7185	22304	14924
USO1	15494	13982	22289	17704
ENSG00000229717	0	0	2	4
RNU2-16P	0	0	0	0
PPEF2	0	5	0	0
NAAA	115	110	247	190
SDAD1	6535	4122	6842	6708
SDAD1-AS1	0	0	0	0
CXCL9	0	0	0	0
ART3	0	0	0	1
CXCL10	0	0	0	0
CXCL11	0	0	0	0
RPL36P8	0	0	0	0
NUP54	969	1062	1909	1371
ENSG00000286074	0	0	0	0
SCARB2	11396	12038	22290	15893
FAM47E	0	30	2	26
ENSG00000287401	0	0	5	0
FAM47E-STBD1	0	0	0	0
ENSG00000289515	18	3	0	0
STBD1	6	24	0	0
CCDC158	0	0	4	9
SNX5P1	0	0	2	1
RNU6-1000P	0	0	0	0
RPL36AP18	0	0	0	0
ENSG00000199857	0	0	0	0
SHROOM3	615	462	1050	711
ENSG00000249278	0	0	0	0
RNU6-145P	0	0	0	0
MIR4450	0	0	0	0
MIR548AH	0	0	0	0
SHROOM3-AS1	31	37	9	7
ENSG00000224218	0	0	0	0
ENSG00000270244	0	0	0	0
ENSG00000242727	0	0	0	0
SOWAHB	155	138	79	62
ENSG00000289586	108	89	336	223
SEPTIN11	40240	34329	73817	54408
TXNP6	3	25	4	12
CCNI	16661	18019	13390	9274
ENSG00000289443	324	78	185	221
ENSG00000288888	21	23	135	83
ENSG00000289496	0	0	6	16
RPL7P17	0	0	0	0
ENSG00000271676	3	0	0	0
RNU6-1187P	0	0	0	0
CCNG2	3482	3005	4310	2793
ENSG00000270669	0	0	0	0
ENSG00000250006	0	0	0	0
ENSG00000248831	0	0	0	0
ENSG00000249036	0	0	0	0
CXCL13	0	0	6	6
ENSG00000221711	0	0	0	0
CNOT6L	1167	1385	1890	1201
ENSG00000289379	0	0	0	2
MRPL1	508	495	1552	1182
ENSG00000250214	0	0	0	0
ENSG00000248926	0	0	0	0
HMGB1P44	0	0	0	0
HNRNPA1P56	0	1	0	0
ENSG00000248128	0	0	0	0
ENSG00000249072	0	3	1	1
FRAS1	418	223	518	425
SERBP1P5	23	30	40	21
MICOS10P4	0	0	0	0
ANXA3	449	371	1280	847
LINC01094	0	0	27	19
HIGD1AP13	0	0	0	0
ENSG00000287632	0	0	0	0
ENSG00000239793	0	0	0	0
BMP2K-DT	0	0	5	11
BMP2K	189	205	593	443
ENSG00000266270	0	0	0	0
PAQR3	665	786	1852	1296
RN7SL127P	0	0	0	0
LINC01088	0	24	2	6
NAA11	0	0	0	3
GK2	0	0	0	0
LINC00989	0	0	0	0
ENSG00000290776	0	0	0	0
OR7E94P	0	0	0	0
ENSG00000251399	0	0	0	0
LINC02469	0	0	2	0
PCAT4	0	0	0	0
ANTXR2	1752	2045	6335	4738
KPNA2P1	0	0	0	0
RPSAP39	0	0	0	4
PRDM8-AS1	0	0	2	0
PRDM8	49	77	46	33
FGF5	107	144	92	35
CFAP299	0	0	0	0
ENSG00000232327	0	0	0	0
BMP3	0	0	4	0
PRKG2	0	0	11	3
PRKG2-AS1	15	0	0	0
RNU5A-2P	0	0	0	0
RASGEF1B	15	1	1	0
MTCYBP44	0	0	0	0
COX5BP1	0	0	0	0
ENSG00000252762	0	0	0	0
NPM1P41	0	0	0	0
HNRNPA3P13	0	0	2	0
RNU6-499P	0	0	0	0
BIN2P1	0	0	0	0
VAMP9P	0	0	0	0
ENSG00000273156	10	0	25	14
ENSG00000289480	0	0	5	4
HNRNPD	4850	4166	9785	7329
HNRNPD-DT	0	24	16	11
IGBP1P4	0	0	0	0
SNORD42	0	0	0	0
HNRNPDL	17962	14418	19989	17036
ENOPH1	1149	1055	1761	1234
TMEM150C	0	38	50	24
RPL7AP26	0	1	0	0
ENSG00000227304	14	0	1	0
ENSG00000289186	0	0	0	0
ENSG00000249960	0	0	0	0
PTPN11P5	1	0	9	1
LINC00575	0	0	0	0
ENSG00000286490	0	0	0	0
SCD5	105	174	532	239
ENSG00000270480	0	0	14	0
MIR575	0	0	0	0
ENSG00000270842	0	0	0	0
SEC31A	20447	19976	35899	24671
THAP9-AS1	2165	1612	2565	1914
THAP9	248	104	299	297
LIN54	628	540	1470	1101
RNU6-615P	0	0	0	0
COPS4	1245	1334	2519	1685
ENSG00000286035	35	26	5	10
PLAC8	1549	2180	1885	1596
ENSG00000250057	0	0	1	0
ENSG00000250677	0	0	0	0
ENSG00000248401	0	0	0	0
COQ2	141	23	449	393
HPSE	6	51	16	3
ENSG00000274154	0	0	0	0
ENSG00000251647	0	0	0	0
HELQ	240	375	558	368
MRPS18C	59	13	110	71
ABRAXAS1	360	250	1042	795
SLC25A14P1	0	0	7	0
RPL30P5	0	0	0	0
GPAT3	135	75	118	62
ENSG00000249171	0	0	0	0
LINC02994	0	1	0	0
RNU6-774P	0	0	0	0
ENSG00000214980	0	0	0	0
ENSG00000248749	0	0	0	0
NKX6-1	0	0	1	5
RPL3P13	0	0	0	0
CDS1	102	118	70	61
WDFY3	2346	2233	5815	4114
RN7SL552P	0	0	0	0
WDFY3-AS1	0	0	0	0
RNU6-469P	0	0	0	0
WDFY3-AS2	70	82	159	159
ENSG00000286189	0	0	0	3
RN7SKP48	0	0	0	0
ENSG00000248725	0	0	0	0
ARHGAP24	118	133	130	97
MIR4451	0	0	0	0
MAPK10	46	76	120	70
MAPK10-AS1	0	0	0	0
RN7SKP96	0	0	0	0
MIR4452	0	0	0	0
PTPN13	2726	2726	11966	8980
SLC10A6	0	0	0	0
RPL6P13	0	0	0	0
C4orf36	0	0	0	0
ENSG00000250202	0	0	0	0
ENSG00000285458	2	0	0	0
ARPC1AP4	1	0	4	5
ENSG00000284968	41	113	105	90
AFF1	1386	1300	3149	2371
TECRP1	4	0	0	0
KLHL8	857	709	1217	899
ENSG00000248196	0	0	5	0
GAPDHP60	6	6	2	2
ENSG00000250572	0	0	0	0
MIR5705	0	0	0	0
HSD17B13	0	0	0	1
ENSG00000255723	0	0	0	0
HSD17B11	507	637	1083	834
RN7SL681P	0	0	0	0
ENSG00000249262	0	0	0	0
NUDT9	882	909	2068	1448
ENSG00000272856	0	0	1	0
SPARCL1	0	0	3	4
ENSG00000249001	0	0	0	2
DSPP	0	0	0	0
DMP1	0	0	0	0
CHCHD2P7	0	0	0	0
IBSP	1	0	0	0
MEPE	0	0	3	0
HSP90AB3P	85	41	57	34
ENSG00000286618	3	0	0	0
SPP1	928	980	4274	3118
RNU1-36P	0	0	0	0
ENSG00000289034	0	0	0	7
PKD2	609	640	4761	3328
ABCG2	5	0	12	18
RPL31P24	0	0	0	0
RNU6-818P	0	0	0	0
RNU6ATAC31P	0	0	0	0
ENSG00000251285	0	0	0	0
RNU6-1298P	0	0	0	0
PPM1K	1701	1513	1635	1196
RNU6-112P	0	0	0	0
PPM1K-DT	0	0	5	5
